dt;Posicion;V RK2;Energia
0,97;9,75;14,81;226,16
0,98;9,69;14,30;226,79
0,99;9,63;13,77;227,47
1,00;9,58;13,20;228,20
1,01;9,52;12,60;228,97
1,02;9,47;11,99;229,80
1,03;9,42;11,35;230,67
1,04;9,37;10,70;231,59
1,05;9,32;10,05;232,55
1,06;9,27;9,39;233,54
1,07;9,22;8,74;234,58
1,08;9,17;8,10;235,64
1,09;9,12;7,49;236,73
1,10;9,07;6,93;237,83
1,11;9,02;6,43;238,95
1,12;8,97;6,01;240,07
1,13;8,91;5,70;241,19
1,14;8,86;5,52;242,31
1,15;8,81;5,48;243,40
1,16;8,75;5,58;244,48
1,17;8,70;5,82;245,52
1,18;8,64;6,18;246,53
1,19;8,58;6,64;247,50
1,20;8,52;7,16;248,41
1,21;8,46;7,73;249,27
1,22;8,40;8,34;250,06
1,23;8,34;8,97;250,79
1,24;8,29;9,60;251,44
1,25;8,23;10,24;252,02
1,26;8,17;10,88;252,51
1,27;8,11;11,50;252,93
1,28;8,06;12,10;253,25
1,29;8,00;12,68;253,50
1,30;7,95;13,24;253,65
1,31;7,90;13,78;253,72
1,32;7,85;14,28;253,70
1,33;7,81;14,75;253,59
1,34;7,77;15,18;253,41
1,35;7,73;15,58;253,14
1,36;7,70;15,94;252,80
1,37;7,68;16,26;252,39
1,38;7,65;16,54;251,91
1,39;7,64;16,77;251,37
1,40;7,63;16,97;250,77
1,41;7,62;17,12;250,13
1,42;7,62;17,23;249,45
1,43;7,62;17,29;248,73
1,44;7,63;17,31;247,99
1,45;7,65;17,29;247,22
1,46;7,67;17,22;246,44
1,47;7,70;17,10;245,66
1,48;7,73;16,95;244,89
1,49;7,76;16,74;244,12
1,50;7,80;16,50;243,37
1,51;7,85;16,21;242,64
1,52;7,90;15,89;241,95
1,53;7,95;15,52;241,29
1,54;8,00;15,11;240,67
1,55;8,06;14,67;240,11
1,56;8,11;14,19;239,59
1,57;8,17;13,67;239,13
1,58;8,23;13,12;238,73
1,59;8,29;12,54;238,40
1,60;8,35;11,93;238,13
1,61;8,41;11,28;237,92
1,62;8,47;10,62;237,79
1,63;8,53;9,92;237,72
1,64;8,58;9,20;237,67
1,65;8,64;8,47;237,73
1,66;8,69;7,74;237,87
1,67;8,74;6,99;238,09
1,68;8,79;6,25;238,40
1,69;8,84;5,53;238,79
1,70;8,88;4,83;239,25
1,71;8,92;4,19;239,78
1,72;8,96;3,64;240,39
1,73;8,99;3,25;241,06
1,74;9,02;3,07;241,79
1,75;9,05;3,14;242,57
1,76;9,08;3,46;243,40
1,77;9,10;3,96;244,28
1,78;9,11;4,59;245,19
1,79;9,13;5,29;246,14
1,80;9,14;6,03;247,11
1,81;9,15;6,80;248,11
1,82;9,15;7,59;249,12
1,83;9,16;8,37;250,14
1,84;9,16;9,16;251,17
1,85;9,16;9,94;252,20
1,86;9,15;10,70;253,22
1,87;9,15;11,45;254,23
1,88;9,15;12,19;255,23
1,89;9,14;12,90;256,21
1,90;9,14;13,58;257,16
1,91;9,13;14,24;258,09
1,92;9,13;14,88;258,99
1,93;9,12;15,48;259,86
1,94;9,12;16,05;260,69
1,95;9,12;16,58;261,49
1,96;9,12;17,08;262,25
1,97;9,13;17,54;262,98
1,98;9,14;17,96;263,67
1,99;9,15;18,34;264,32
2,00;9,16;18,68;264,95
2,01;9,18;18,97;265,54
2,02;9,21;19,23;266,10
2,03;9,24;19,43;266,65
2,04;9,27;19,59;267,17
2,05;9,31;19,71;267,67
2,06;9,35;19,78;268,17
2,07;9,40;19,80;268,65
2,08;9,46;19,78;269,14
2,09;9,52;19,71;269,64
2,10;9,58;19,59;270,15
2,11;9,65;19,43;270,67
2,12;9,72;19,23;271,22
2,13;9,80;18,98;271,80
2,14;9,88;18,70;272,41
2,15;9,97;18,37;273,06
2,16;10,06;18,01;273,76
2,17;10,15;17,62;274,51
2,18;10,24;17,19;275,30
2,19;10,34;16,74;276,15
2,20;10,44;16,26;277,06
2,21;10,55;15,76;278,03
2,22;10,65;15,25;279,05
2,23;10,76;14,74;280,14
2,24;10,86;14,22;281,27
2,25;10,97;13,70;282,46
2,26;11,08;13,20;283,71
2,27;11,19;12,72;285,00
2,28;11,30;12,27;286,33
2,29;11,41;11,87;287,69
2,30;11,52;11,52;289,08
2,31;11,63;11,23;290,50
2,32;11,74;11,02;291,92
2,33;11,85;10,88;293,36
2,34;11,96;10,84;294,78
2,35;12,06;10,88;296,20
2,36;12,17;10,95;297,59
2,37;12,28;11,10;298,19
2,38;12,38;11,33;298,76
2,39;12,49;11,63;299,28
2,40;12,59;12,00;299,73
2,41;12,70;12,42;300,13
2,42;12,80;12,89;300,44
2,43;12,90;13,39;300,67
2,44;13,01;13,90;300,82
2,45;13,11;14,44;300,86
2,46;13,21;14,97;300,81
2,47;13,32;15,51;300,66
2,48;13,42;16,04;300,39
2,49;13,53;16,55;300,03
2,50;13,63;17,04;299,55
2,51;13,74;17,51;298,97
2,52;13,85;17,94;298,28
2,53;13,96;18,35;297,49
2,54;14,07;18,72;296,60
2,55;14,18;19,05;295,62
2,56;14,29;19,34;294,56
2,57;14,40;19,59;293,42
2,58;14,52;19,79;292,20
2,59;14,63;19,94;290,93
2,60;14,75;20,05;289,61
2,61;14,87;20,11;288,24
2,62;14,99;20,12;286,84
2,63;15,11;20,08;285,43
2,64;15,23;19,99;284,00
2,65;15,35;19,85;282,58
2,66;15,47;19,66;281,17
2,67;15,59;19,42;279,78
2,68;15,71;19,13;278,43
2,69;15,82;18,79;277,12
2,70;15,94;18,40;275,87
2,71;16,06;17,97;274,68
2,72;16,17;17,50;273,56
2,73;16,29;16,98;272,51
2,74;16,40;16,42;271,56
2,75;16,51;15,82;270,69
2,76;16,61;15,18;269,92
2,77;16,71;14,51;269,25
2,78;16,81;13,81;268,68
2,79;16,91;13,07;268,22
2,80;17,00;12,31;267,86
2,81;17,09;11,52;267,61
2,82;17,17;10,71;267,46
2,83;17,25;9,89;267,41
2,84;17,33;9,05;267,46
2,85;17,40;8,20;267,61
2,86;17,47;7,36;267,85
2,87;17,53;6,52;268,19
2,88;17,58;5,71;268,60
2,89;17,63;4,94;269,10
2,90;17,68;4,25;269,66
2,91;17,72;3,69;270,30
2,92;17,75;3,33;270,99
2,93;17,78;3,24;271,74
2,94;17,80;3,44;272,53
2,95;17,82;3,88;273,37
2,96;17,83;4,49;274,23
2,97;17,84;5,21;275,13
2,98;17,84;5,99;276,04
2,99;17,84;6,79;276,96
3,00;17,83;7,62;277,90
3,01;17,82;8,45;278,83
3,02;17,80;9,27;279,75
3,03;17,77;10,09;280,67
3,04;17,75;10,88;281,56
3,05;17,72;11,66;282,44
3,06;17,68;12,41;283,29
3,07;17,64;13,14;284,10
3,08;17,60;13,84;284,88
3,09;17,55;14,50;285,63
3,10;17,50;15,13;286,34
3,11;17,45;15,73;287,00
3,12;17,40;16,28;287,63
3,13;17,34;16,80;288,21
3,14;17,28;17,27;288,75
3,15;17,22;17,70;289,25
3,16;17,15;18,08;289,71
3,17;17,09;18,42;290,14
3,18;17,02;18,71;290,53
3,19;16,96;18,95;290,90
3,20;16,89;19,14;291,24
3,21;16,82;19,28;291,57
3,22;16,75;19,37;291,88
3,23;16,69;19,41;292,18
3,24;16,62;19,40;292,48
3,25;16,55;19,34;292,79
3,26;16,48;19,22;293,11
3,27;16,42;19,05;293,44
3,28;16,35;18,84;293,80
3,29;16,28;18,57;294,20
3,30;16,22;18,26;294,62
3,31;16,15;17,89;295,09
3,32;16,09;17,49;295,61
3,33;16,02;17,03;296,18
3,34;15,96;16,54;296,81
3,35;15,9
