dt;Posicion;V RK4;Energia
2,39;10,31;6,51;219,19
2,40;10,36;7,02;219,19
2,41;10,41;7,58;219,83
2,42;10,46;8,16;219,83
2,43;10,50;8,77;220,22
2,44;10,55;9,39;220,30
2,45;10,60;10,00;220,30
2,46;10,65;10,62;220,22
2,47;10,70;11,22;220,22
2,48;10,75;11,80;219,79
2,49;10,80;12,36;219,45
2,50;10,85;12,90;219,45
2,51;10,91;13,41;218,47
2,52;10,96;13,89;218,47
2,53;11,02;14,34;217,15
2,54;11,07;14,75;217,15
2,55;11,13;15,13;215,48
2,56;11,20;15,46;214,52
2,57;11,26;15,76;214,52
2,58;11,32;16,01;212,41
2,59;11,39;16,22;212,41
2,60;11,46;16,39;210,05
2,61;11,53;16,51;210,05
2,62;11,60;16,58;207,52
2,63;11,68;16,61;206,21
2,64;11,75;16,59;204,88
2,65;11,83;16,53;204,88
2,66;11,91;16,41;202,20
2,67;11,98;16,25;202,20
2,68;12,06;16,05;199,56
2,69;12,14;15,80;199,56
2,70;12,22;15,50;197,03
2,71;12,30;15,16;195,83
2,72;12,38;14,77;195,83
2,73;12,46;14,34;193,60
2,74;12,54;13,87;193,60
2,75;12,62;13,36;191,64
2,76;12,69;12,81;190,78
2,77;12,77;12,22;190,01
2,78;12,84;11,60;190,01
2,79;12,91;10,95;188,75
2,80;12,97;10,26;188,75
2,81;13,04;9,55;187,87
2,82;13,10;8,81;187,87
2,83;13,16;8,05;187,40
2,84;13,21;7,27;187,40
2,85;13,26;6,47;187,32
2,86;13,30;5,67;187,32
2,87;13,34;4,86;187,63
2,88;13,38;4,07;187,63
2,89;13,41;3,31;188,28
2,90;13,44;2,63;188,72
2,91;13,46;2,10;188,72
2,92;13,48;1,88;189,82
2,93;13,50;2,07;189,82
2,94;13,51;2,57;191,10
2,95;13,51;3,23;191,10
2,96;13,51;3,97;192,47
2,97;13,51;4,74;192,47
2,98;13,50;5,53;193,86
2,99;13,49;6,32;194,54
3,00;13,47;7,10;194,54
3,01;13,45;7,87;195,85
3,02;13,43;8,62;196,46
3,03;13,41;9,34;196,46
3,04;13,38;10,05;197,59
3,05;13,35;10,73;197,59
3,06;13,31;11,38;198,56
3,07;13,28;11,99;198,56
3,08;13,24;12,58;199,35
3,09;13,20;13,12;199,35
3,10;13,16;13,63;199,94
3,11;13,12;14,10;200,17
3,12;13,07;14,53;200,17
3,13;13,03;14,92;200,48
3,14;12,99;15,26;200,48
3,15;12,94;15,56;200,61
3,16;12,90;15,81;200,61
3,17;12,86;16,02;200,61
3,18;12,82;16,17;200,57
3,19;12,78;16,28;200,57
3,20;12,74;16,35;200,42
3,21;12,70;16,36;200,42
3,22;12,66;16,32;200,24
3,23;12,63;16,24;200,24
3,24;12,59;16,10;200,06
3,25;12,56;15,92;200,00
3,26;12,53;15,69;200,00
3,27;12,50;15,42;199,93
3,28;12,47;15,10;199,93
3,29;12,45;14,73;200,00
3,30;12,42;14,32;200,00
3,31;12,40;13,86;200,25
3,32;12,38;13,37;200,25
3,33;12,36;12,83;200,69
3,34;12,34;12,25;201,00
3,35;12,32;11,64;201,00
3,36;12,30;11,00;201,79
3,37;12,28;10,32;202,27
3,38;12,27;9,62;202,27
3,39;12,25;8,88;203,41
3,40;12,24;8,13;204,07
3,41;12,22;7,35;204,07
3,42;12,20;6,56;205,54
3,43;12,19;5,76;206,34
3,44;12,17;4,95;206,34
3,45;12,16;4,16;208,06
3,46;12,14;3,40;208,06
3,47;12,12;2,71;209,88
3,48;12,10;2,18;210,82
3,49;12,08;1,95;210,82
3,50;12,06;2,11;212,68
3,51;12,04;2,59;212,68
3,52;12,02;3,25;214,44
3,53;12,00;3,99;215,25
3,54;11,98;4,77;215,25
3,55;11,96;5,56;216,69
3,56;11,93;6,36;216,69
3,57;11,91;7,15;217,85
3,58;11,89;7,93;218,32
3,59;11,86;8,69;218,69
3,60;11,84;9,44;218,98
3,61;11,82;10,16;218,98
3,62;11,80;10,85;219,27
3,63;11,78;11,52;219,28
3,64;11,76;12,15;219,28
3,65;11,74;12,75;218,99
3,66;11,72;13,32;218,99
3,67;11,70;13,85;218,31
3,68;11,69;14,34;217,83
3,69;11,67;14,79;217,83
3,70;11,66;15,20;216,60
3,71;11,65;15,56;215,87
3,72;11,64;15,88;215,87
3,73;11,64;16,16;214,18
3,74;11,64;16,38;214,18
3,75;11,64;16,57;212,25
3,76;11,64;16,70;212,25
3,77;11,64;16,78;210,15
3,78;11,65;16,82;209,05
3,79;11,66;16,81;209,05
3,80;11,67;16,75;206,82
3,81;11,68;16,65;206,82
3,82;11,69;16,49;204,59
3,83;11,70;16,29;204,59
3,84;11,72;16,04;202,45
3,85;11,74;15,75;201,44
3,86;11,76;15,42;201,44
3,87;11,77;15,04;199,57
3,88;11,79;14,62;198,72
3,89;11,81;14,16;198,72
3,90;11,83;13,66;197,25
3,91;11,84;13,13;196,64
3,92;11,86;12,56;196,11
3,93;11,87;11,97;196,11
3,94;11,89;11,35;195,34
3,95;11,90;10,70;195,34
3,96;11,90;10,03;194,95
3,97;11,91;9,35;194,95
3,98;11,91;8,66;194,95
3,99;11,91;7,96;194,95
4,00;11,90;7,27;195,33
4,01;11,89;6,60;195,33
4,02;11,88;5,96;196,07
4,03;11,87;5,37;196,56
4,04;11,84;4,86;197,12
4,05;11,82;4,46;197,12
4,06;11,79;4,20;198,45
4,07;11,76;4,13;199,19
4,08;11,72;4,24;199,19
4,09;11,68;4,52;200,79
4,10;11,63;4,93;200,79
4,11;11,58;5,45;202,48
4,12;11,52;6,04;203,33
4,13;11,46;6,68;203,33
4,14;11,40;7,34;205,02
4,15;11,33;8,02;205,84
4,16;11,26;8,69;206,64
4,17;11,18;9,37;207,42
4,18;11,10;10,04;207,42
4,19;11,02;10,69;208,87
4,20;10,94;11,32;208,87
4,21;10,85;11,93;210,16
4,22;10,76;12,52;210,75
4,23;10,67;13,07;210,75
4,24;10,58;13,60;211,78
4,25;10,49;14,09;212,22
4,26;10,39;14,55;212,22
4,27;10,30;14,97;212,96
4,28;10,20;15,36;212,96
4,29;10,11;15,70;213,52
4,30;10,01;16,00;213,52
4,31;9,92;16,27;213,93
4,32;9,82;16,49;213,93
4,33;9,73;16,66;214,19
4,34;9,65;16,79;214,19
4,35;9,56;16,88;214,36
4,36;9,47;16,93;214,36
4,37;9,39;16,92;214,46
4,38;9,31;16,88;214,46
4,39;9,24;16,78;214,55
4,40;9,16;16,65;214,60
4,41;9,10;16,47;214,60
4,42;9,03;16,24;214,74
4,43;8,97;15,98;214,84
4,44;8,91;15,67;214,84
4,45;8,85;15,32;215,12
4,46;8,80;14,93;215,32
4,47;8,75;14,50;215,32
4,48;8,70;14,03;215,83
4,49;8,66;13,53;215,83
4,50;8,61;13,00;216,52
4,51;8,57;12,43;216,52
4,52;8,54;11,83;217,40
4,53;8,50;11,21;217,40
4,54;8,47;10,56;218,48
4,55;8,44;9,89;218,48
4,56;8,40;9,20;219,75
4,57;8,37;8,50;219,75
4,58;8,34;7,78;221,19
4,59;8,32;7,07;221,19
4,60;8,29;6,35;222,78
4,61;8,26;5,65;222,78
4,62;8,23;4,98;224,48
4,63;8,20;4,35;225,35
4,64;8,17;3,81;226,24
4,65;8,14;3,39;227,12
4,66;8,11;3,15;228,00
4,67;8,08;3,13;228,87
4,68;8,05;3,33;228,87
4,69;8,02;3,71;230,52
4,70;7,98;4,21;230,52
4,71;7,95;4,80;231,98
4,72;7,92;5,44;231,98
4,73;7,88;6,10;233,22
4,74;7,85;6,78;233,22
4,75;7,82;7,46;234,18
4,76;7,79;8,13;234,18
4,77;7,76;8,80;234,84
4,78;7,73;9,45;235,05
4,79;7,70;10,08;235,05
4,80;7,67;10,69;235,21
4,81;7,65;11,27;235,21
4,82;7,62;11,83;235,03
4,83;7,60;12,36;235,03
4,84;7,59;12,85;234,50
4,85;7,57;13,32;234,50
4,86;7,56;13,75;233,64
4,87;7,56;14,15;233,10
4,88;7,56;14,51;233,10
4,89;7,56;14,83;231,78
4,90;7,57;15,12;231,78
4,91;7,58;15,36;230,21
4,92;7,59;15,57;230,21
4,93;7,61;15,73;228,42
4,94;7,64;15,86;228,42
4,95;7,67;15,94;226,46
4,96;7,71;15,98;225,44
4,97;7,75;15,98;225,44
4,98;7,79;15,94;223,34
4,99;7,84;15,85;223,34
5,00;7,89;15,73;221,21
5,01;7,95;15,57;221,21
5,02;8,01;15,36;219,11
5,03;8,07;15,12;219,11
5,04;8,14;14,84;217,10
5,05;8,20;14,52;217,10
5,06;8,27;14,16;215,23
5,07;8,34;13,77;215,23
5,08;8,42;13,35;213,54
5,09;8,49;12,89;213,54
5,10;8,56;12,40;212,07
5,11;8,64;11,89;212,07
5,12;8,71;11,35;210,86
5,13;8,78;10,78;210,86
5,14;8,85;10,19;209,93
5,15;8,92;9,58;209,93
5,16;8,99;8,96;209,28
5,17;9,06;8,32;209,28
5,18;9,12;7,68;208,92
5,19;9,18;7,04;208,85
5,20;9,24;6,41;208,85
5,21;9,29;5,79;208,91
5,22;9,34;5,20;209,04
5,23;9,39;4,67;209,04
5,24;9,43;4,22;209,48
5,25;9,48;3,88;209,78
5,26;9,51;3,69;209,78
5,27;9,54;3,68;210,51
5,28;9,57;3,84;210,51
5,29;9,60;4,16;211,36
5,30;9,62;4,60;211,82
5,31;9,64;5,12;211,82
5,32;9,65;5,71;212,76
5,33;9,66;6,33;212,76
5,34;9,67;6,97;213,69
5,35;9,68;7,63;213,69
5,36;9,68;8,30;214,58
5,37;9,68;8,96;214,58
5,38;9,68;9,61;215,38
5,39;9,67;10,25;215,38
5,40;9,67;10,88;216,07
5,41;9,66;11,49;216,07
5,42;9,65;12,07;216,61
5,43;9,64;12,64;216,61
5,44;9,63;13,17;216,99
5,45;9,62;13,68;216,99
5,46;9,61;14,16;217,19
5,47;9,60;14,61;217,19
5,48;9,60;15,02;217,22
5,49;9,59;15,40;217,22
5,50;9,59;15,73;217,07
5,51;9,58;16,04;217,07
5,52;9,58;16,30;216,76
5,53;9,58;16,52;216,76
5,54;9,59;16,70;216,32
5,55;9,59;16,83;216,05
5,56;9,60;16,93;216,05
5,57;9,61;16,98;215,46
5,58;9,63;16,98;215,15
5,59;9,65;16,95;215,15
5,60;9,67;16,86;214,50
5,61;9,70;16,74;214,50
5,62;9,73;16,57;213,88
5,63;9,76;16,36;213,59
5,64;9,79;16,10;213,59
5,65;9,83;15,80;213,07
5,66;9,87;15,47;213,07
5,67;9,92;15,09;212,69
5,68;9,96;14,67;212,69
5,69;10,01;14,22;212,47
5,70;10,06;13,74;212,43
5,71;10,12;13,22;212,43
5,72;10,17;12,67;212,50
5,73;10,22;12,10;212,62
5,74;10,28;11,50;212,79
5,75;10,34;10,89;213,02
5,76;10,39;10,26;213,02
5,77;10,45;9,62;213,62
5,78;10,51;8,98;213,62
5,79;10,57;8,34;214,43
5,80;10,62;7,72;214,43
5,81;10,68;7,13;215,39
5,82;10,74;6,58;215,92
5,83;10,79;6,09;215,92
5,84;10,85;5,69;217,04
5,85;10,90;5,40;217,04
5,86;10,95;5,25;218,20
5,87;11,01;5,24;218,20
5,88;11,06;5,37;219,32
5,89;11,11;5,64;219,32
5,90;11,16;6,02;220,33
5,91;11,20;6,49;220,33
5,92;11,25;7,02;221,14
5,93;11,30;7,60;221,14
5,94;11,35;8,21;221,71
5,95;11,39;8,84;221,71
5,96;11,44;9,47;221,98
5,97;11,49;10,10;221,98
5,98;11,54;10,73;221,91
5,99;11,58;11,34;221,91
6,00;11,63;11,93;221,48
6,01;11,68;12,50;221,48
6,02;11,73;13,04;220,68
6,03;11,78;13,55;220,68
6,04;11,83;14,03;219,50
6,05;11,89;14,48;219,50
6,06;11,94;14,89;217,96
6,07;12,00;15,26;217,96
6,08;12,06;15,58;216,09
6,09;12,12;15,87;215,04
6,10;12,18;16,11;215,04
6,11;12,24;16,31;212,76
6,12;12,30;16,46;211,54
6,13;12,37;16,57;211,54
6,14;12,44;16,63;208,99
6,15;12,51;16,64;208,99
6,16;12,58;16,60;206,33
6,17;12,65;16,52;206,33
6,18;12,72;16,39;203,66
6,19;12,79;16,21;202,33
6,20;12,87;15,98;202,33
6,21;12,94;15,71;199,77
6,22;13,01;15,39;199,77
6,23;13,08;15,02;197,37
6,24;13,16;14,61;196,26
6,25;13,23;14,16;195,21
6,26;13,30;13,66;195,21
6,27;13,37;13,13;193,34
6,28;13,43;12,55;192,54
6,29;13,50;11,94;192,54
6,30;13,56;11,29;191,20
6,31;13,62;10,61;191,20
6,32;13,68;9,90;190,25
6,33;13,73;9,16;189,93
6,34;13,79;8,39;189,93
6,35;13,83;7,60;189,60
6,36;13,88;6,79;189,58
6,37;13,92;5,95;189,58
6,38;13,95;5,11;189,85
6,39;13,99;4,26;189,85
6,40;14,01;3,40;190,48
6,41;14,04;2,57;190,48
6,42;14,06;1,79;191,45
6,43;14,07;1,20;191,45
6,44;14,08;1,15;192,69
6,45;14,09;1,68;193,38
6,46;14,09;2,42;193,38
6,47;14,08;3,24;194,84
6,48;14,07;4,07;195,57
6,49;14,06;4,90;196,31
6,50;14,05;5,73;197,04
6,51;14,02;6,55;197,04
6,52;14,00;7,35;198,45
6,53;13,97;8,13;199,12
6,54;13,94;8,89;199,12
6,55;13,91;9,62;200,38
6,56;13,87;10,33;200,38
6,57;13,83;11,01;201,48
6,58;13,79;11,66;201,48
6,59;13,75;12,28;202,40
6,60;13,70;12,85;202,40
6,61;13,65;13,40;203,13
6,62;13,60;13,90;203,13
6,63;13,55;14,36;203,66
6,64;13,50;14,78;203,66
6,65;13,45;15,16;204,00
6,66;13,40;15,49;204,00
6,67;13,35;15,78;204,18
6,68;13,30;16,02;204,22
6,69;13,24;16,21;204,22
6,70;13,19;16,36;204,20
6,71;13,14;16,45;204,20
6,72;13,10;16,50;204,11
6,73;13,05;16,50;204,05
6,74;13,00;16,45;203,99
6,75;12,96;16,35;203,94
6,76;12,91;16,20;203,94
6,77;12,87;16,01;203,87
6,78;12,83;15,77;203,87
6,79;12,79;15,48;203,87
6,80;12,75;15,14;203,97
6,81;12,72;14,76;204,07
6,82;12,68;14,34;204,07
6,83;12,65;13,87;204,42
6,84;12,62;13,37;204,42
6,85;12,59;12,82;204,98
6,86;12,56;12,24;204,98
6,87;12,53;11,63;205,78
6,88;12,50;10,98;205,78
6,89;12,47;10,31;206,81
6,90;12,45;9,61;207,42
6,91;12,42;8,89;207,42
6,92;12,39;8,15;208,80
6,93;12,36;7,40;209,57
6,94;12,34;6,65;209,57
6,95;12,31;5,90;211,25
6,96;12,28;5,17;212,15
6,97;12,26;4,48;212,15
6,98;12,23;3,87;214,03
6,99;12,20;3,39;214,03
7,00;12,17;3,09;215,97
7,01;12,14;3,05;215,97
7,02;12,11;3,27;217,89
7,03;12,08;3,71;217,89
7,04;12,04;4,28;219,68
7,05;12,01;4,95;219,68
7,06;11,98;5,66;221,28
7,07;11,95;6,41;221,28
7,08;11,91;7,16;222,61
7,09;11,88;7,92;222,61
7,10;11,84;8,67;223,63
7,11;11,81;9,41;223,63
7,12;11,78;10,13;224,29
7,13;11,74;10,83;224,48
7,14;11,71;11,50;224,48
7,15;11,68;12,15;224,58
7,16;11,65;12,76;224,58
7,17;11,62;13,35;224,27
7,18;11,59;13,89;224,27
7,19;11,56;14,40;223,57
7,20;11,54;14,88;223,08
7,21;11,52;15,31;223,08
7,22;11,50;15,70;221,84
7,23;11,48;16,04;221,10
7,24;11,46;16,34;221,10
7,25;11,45;16,60;219,40
7,26;11,43;16,81;218,46
7,27;11,43;16,97;218,46
7,28;11,42;17,08;216,44
7,29;11,41;17,15;216,44
7,30;11,41;17,17;214,30
7,31;11,41;17,14;213,20
7,32;11,42;17,06;213,20
7,33;11,42;16,93;211,00
7,34;11,43;16,76;211,00
7,35;11,43;16,54;208,87
7,36;11,44;16,28;207,85
7,37;11,45;15,97;206,87
7,38;11,46;15,62;206,87
7,39;11,48;15,23;205,09
7,40;11,49;14,80;205,09
7,41;11,50;14,33;203,57
7,42;11,51;13,82;203,57
7,43;11,52;13,28;202,37
7,44;11,53;12,71;202,37
7,45;11,54;12,12;201,53
7,46;11,54;11,50;201,53
7,47;11,55;10,85;201,06
7,48;11,55;10,20;201,06
7,49;11,55;9,53;200,98
7,50;11,54;8,85;201,08
7,51;11,54;8,18;201,28
7,52;11,53;7,53;201,56
7,53;11,51;6,89;201,56
7,54;11,49;6,30;202,39
7,55;11,47;5,76;202,92
7,56;11,44;5,31;202,92
7,57;11,41;4,98;204,19
7,58;11,38;4,78;204,19
7,59;11,34;4,73;205,67
7,60;11,29;4,85;205,67
7,61;11,25;5,12;207,30
7,62;11,19;5,51;207,30
7,63;11,14;5,99;209,01
7,64;11,07;6,54;209,01
7,65;11,01;7,14;210,73
7,66;10,94;7,77;211,58
7,67;10,86;8,41;211,58
7,68;10,79;9,06;213,21
7,69;10,71;9,71;213,21
7,70;10,62;10,35;214,74
7,71;10,54;10,98;214,74
7,72;10,45;11,59;216,13
7,73;10,36;12,18;216,76
7,74;10,26;12,75;217,35
7,75;10,17;13,29;217,35
7,76;10,07;13,80;218,38
7,77;9,97;14,28;218,38
7,78;9,87;14,72;219,23
7,79;9,77;15,13;219,23
7,80;9,67;15,50;219,89
7,81;9,58;15,84;219,89
7,82;9,48;16,13;220,39
7,83;9,38;16,39;220,57
7,84;9,29;16,60;220,57
7,85;9,20;16,77;220,85
7,86;9,10;16,90;220,85
7,87;9,02;16,98;221,03
7,88;8,93;17,02;221,03
7,89;8,85;17,01;221,14
7,90;8,77;16,96;221,14
7,91;8,70;16,87;221,23
7,92;8,62;16,73;221,28
7,93;8,56;16,55;221,28
7,94;8,49;16,33;221,41
7,95;8,43;16,06;221,41
7,96;8,38;15,75;221,62
7,97;8,32;15,40;221,62
7,98;8,27;15,01;221,95
7,99;8,23;14,58;221,95
8,00;8,19;14,11;222,43
8,01;8,15;13,61;222,43
8,02;8,11;13,07;223,08
8,03;8,08;12,50;223,08
8,04;8,05;11,90;223,92
8,05;8,02;11,27;223,92
8,06;7,99;10,61;224,95
8,07;7,97;9,93;225,53
8,08;7,94;9,23;225,53
8,09;7,92;8,51;226,83
8,10;7,90;7,77;227,54
8,11;7,88;7,02;227,54
8,12;7,86;6,26;229,07
8,13;7,84;5,51;229,07
8,14;7,82;4,76;230,72
8,15;7,80;4,04;231,57
8,16;7,78;3,37;231,57
8,17;7,75;2,80;233,31
8,18;7,73;2,39;234,18
8,19;7,71;2,26;235,04
8,20;7,69;2,43;235,88
8,21;7,66;2,85;235,88
8,22;7,64;3,42;237,44
8,23;7,62;4,07;237,44
8,24;7,59;4,77;238,81
8,25;7,57;5,49;238,81
8,26;7,54;6,21;239,92
8,27;7,52;6,93;239,92
8,28;7,50;7,64;240,75
8,29;7,47;8,34;240,75
8,30;7,45;9,02;241,27
8,31;7,43;9,68;241,27
8,32;7,41;10,33;241,45
8,33;7,40;10,94;241,42
8,34;7,38;11,53;241,42
8,35;7,37;12,09;241,08
8,36;7,36;12,62;241,08
8,37;7,36;13,12;240,41
8,38;7,35;13,58;240,41
8,39;7,36;14,01;239,40
8,40;7,36;14,41;239,40
8,41;7,37;14,77;238,08
8,42;7,39;15,08;237,32
8,43;7,41;15,36;237,32
8,44;7,43;15,61;235,61
8,45;7,46;15,81;234,67
8,46;7,50;15,97;233,68
8,47;7,54;16,08;233,68
8,48;7,58;16,16;231,60
8,49;7,63;16,20;230,51
8,50;7,69;16,19;229,40
8,51;7,75;16,14;229,40
8,52;7,81;16,06;227,16
8,53;7,87;15,93;226,04
8,54;7,94;15,76;226,04
8,55;8,02;15,55;223,84
8,56;8,09;15,30;222,77
8,57;8,17;15,02;221,73
8,58;8,25;14,70;220,73
8,59;8,33;14,34;220,73
8,60;8,42;13,95;218,85
8,61;8,50;13,53;217,99
8,62;8,59;13,07;217,19
8,63;8,67;12,59;216,45
8,64;8,75;12,08;216,45
8,65;8,84;11,54;215,17
8,66;8,92;10,98;215,17
8,67;9,00;10,41;214,17
8,68;9,08;9,82;213,78
8,69;9,16;9,21;213,78
8,70;9,23;8,60;213,22
8,71;9,30;7,99;213,22
