Tiempo;Pos.x;Pos.y;Vel.x;Vel.y;Energia
5,570;48,172;-29,144;5,969;-29,622;121,884
5,580;48,232;-29,441;5,965;-29,700;121,278
5,590;48,291;-29,738;5,961;-29,778;120,672
5,600;48,351;-30,036;5,957;-29,857;120,064
5,610;48,410;-30,335;5,953;-29,935;119,454
5,620;48,470;-30,635;5,949;-30,014;118,843
5,630;48,529;-30,936;5,945;-30,092;118,230
5,640;48,589;-31,237;5,941;-30,170;117,616
5,650;48,648;-31,539;5,937;-30,249;117,000
5,660;48,708;-31,842;5,934;-30,327;116,383
5,670;48,767;-32,146;5,930;-30,406;115,764
5,680;48,826;-32,450;5,926;-30,484;115,144
5,690;48,885;-32,755;5,922;-30,562;114,522
5,700;48,945;-33,061;5,918;-30,641;113,899
5,710;49,004;-33,368;5,915;-30,719;113,274
5,720;49,063;-33,676;5,911;-30,797;112,647
5,730;49,122;-33,984;5,907;-30,876;112,019
5,740;49,181;-34,293;5,903;-30,954;111,390
5,750;49,240;-34,603;5,899;-31,032;110,759
5,760;49,299;-34,914;5,896;-31,111;110,126
5,770;49,358;-35,225;5,892;-31,189;109,492
5,780;49,417;-35,538;5,888;-31,268;108,857
5,790;49,476;-35,851;5,885;-31,346;108,220
5,800;49,535;-36,165;5,881;-31,424;107,581
5,810;49,593;-36,479;5,877;-31,503;106,941
5,820;49,652;-36,795;5,874;-31,581;106,299
5,830;49,711;-37,111;5,870;-31,659;105,656
5,840;49,769;-37,428;5,866;-31,738;105,011
5,850;49,828;-37,746;5,863;-31,816;104,365
5,860;49,887;-38,064;5,859;-31,894;103,717
5,870;49,945;-38,383;5,855;-31,973;103,068
5,880;50,004;-38,704;5,852;-32,051;102,417
5,890;50,062;-39,024;5,848;-32,129;101,765
5,900;50,121;-39,346;5,845;-32,208;101,111
5,910;50,179;-39,669;5,841;-32,286;100,455
5,920;50,238;-39,992;5,837;-32,364;99,798
5,930;50,296;-40,316;5,834;-32,443;99,140
5,940;50,354;-40,641;5,830;-32,521;98,480
5,950;50,413;-40,966;5,827;-32,599;97,818
5,960;50,471;-41,293;5,823;-32,678;97,155
5,970;50,529;-41,620;5,820;-32,756;96,490
5,980;50,587;-41,948;5,816;-32,834;95,824
5,990;50,645;-42,277;5,813;-32,913;95,157
6,000;50,703;-42,606;5,809;-32,991;94,488
6,010;50,762;-42,936;5,806;-33,069;93,817
6,020;50,820;-43,267;5,802;-33,148;93,145
6,030;50,878;-43,599;5,799;-33,226;92,471
6,040;50,936;-43,932;5,796;-33,304;91,795
6,050;50,994;-44,265;5,792;-33,382;91,118
6,060;51,051;-44,600;5,789;-33,461;90,440
6,070;51,109;-44,935;5,785;-33,539;89,760
6,080;51,167;-45,270;5,782;-33,617;89,078
6,090;51,225;-45,607;5,779;-33,696;88,395
6,100;51,283;-45,944;5,775;-33,774;87,711
6,110;51,340;-46,282;5,772;-33,852;87,025
6,120;51,398;-46,621;5,768;-33,931;86,337
6,130;51,456;-46,961;5,765;-34,009;85,648
6,140;51,513;-47,302;5,762;-34,087;84,958
6,150;51,571;-47,643;5,758;-34,165;84,266
6,160;51,629;-47,985;5,755;-34,244;83,572
6,170;51,686;-48,328;5,752;-34,322;82,877
6,180;51,744;-48,671;5,748;-34,400;82,180
6,190;51,801;-49,016;5,745;-34,479;81,481
6,200;51,859;-49,361;5,742;-34,557;80,781
6,210;51,916;-49,707;5,739;-34,635;80,080
6,220;51,973;-50,054;5,735;-34,713;79,377
6,230;52,031;-50,401;5,732;-34,792;78,673
6,240;52,088;-50,749;5,729;-34,870;77,967
6,250;52,145;-51,099;5,726;-34,948;77,259
6,260;52,202;-51,448;5,722;-35,027;76,550
6,270;52,260;-51,799;5,719;-35,105;75,840
6,280;52,317;-52,150;5,716;-35,183;75,128
6,290;52,374;-52,503;5,713;-35,261;74,414
6,300;52,431;-52,856;5,709;-35,340;73,699
6,310;52,488;-53,210;5,706;-35,418;72,982
6,320;52,545;-53,564;5,703;-35,496;72,264
6,330;52,602;-53,919;5,700;-35,574;71,544
6,340;52,659;-54,276;5,697;-35,653;70,823
6,350;52,716;-54,632;5,694;-35,731;70,100
6,360;52,773;-54,990;5,690;-35,809;69,375
6,370;52,830;-55,349;5,687;-35,887;68,649
6,380;52,887;-55,708;5,684;-35,966;67,922
6,390;52,944;-56,068;5,681;-36,044;67,193
6,400;53,000;-56,429;5,678;-36,122;66,462
6,410;53,057;-56,790;5,675;-36,200;65,730
6,420;53,114;-57,153;5,672;-36,279;64,997
6,430;53,171;-57,516;5,669;-36,357;64,262
6,440;53,227;-57,880;5,666;-36,435;63,525
6,450;53,284;-58,245;5,663;-36,513;62,787
6,460;53,341;-58,610;5,659;-36,592;62,047
6,470;53,397;-58,977;5,656;-36,670;61,306
6,480;53,454;-59,344;5,653;-36,748;60,563
6,490;53,510;-59,711;5,650;-36,826;59,819
6,500;53,567;-60,080;5,647;-36,905;59,072
6,510;53,623;-60,450;5,644;-36,983;58,325
6,520;53,680;-60,820;5,641;-37,061;57,576
6,530;53,736;-61,191;5,638;-37,139;56,826
6,540;53,792;-61,563;5,635;-37,218;56,073
6,550;53,849;-61,935;5,632;-37,296;55,320
6,560;53,905;-62,309;5,629;-37,374;54,564
6,570;53,961;-62,683;5,626;-37,452;53,808
6,580;54,018;-63,058;5,623;-37,531;53,049
6,590;54,074;-63,433;5,620;-37,609;52,290
6,600;54,130;-63,810;5,617;-37,687;51,528
6,610;54,186;-64,187;5,614;-37,765;50,766
6,620;54,242;-64,565;5,611;-37,843;50,001
6,630;54,298;-64,944;5,609;-37,922;49,236
6,640;54,354;-65,323;5,606;-38,000;48,469
6,650;54,410;-65,704;5,603;-38,078;47,699
6,660;54,466;-66,085;5,600;-38,156;46,929
6,670;54,522;-66,467;5,597;-38,235;46,157
6,680;54,578;-66,850;5,594;-38,313;45,384
6,690;54,634;-67,233;5,591;-38,391;44,608
6,700;54,690;-67,618;5,588;-38,469;43,831
6,710;54,746;-68,003;5,585;-38,547;43,053
6,720;54,802;-68,389;5,582;-38,626;42,273
6,730;54,858;-68,775;5,580;-38,704;41,492
6,740;54,914;-69,163;5,577;-38,782;40,709
6,750;54,969;-69,551;5,574;-38,860;39,924
6,760;55,025;-69,940;5,571;-38,939;39,138
6,770;55,081;-70,330;5,568;-39,017;38,351
6,780;55,136;-70,720;5,565;-39,095;37,562
6,790;55,192;-71,111;5,563;-39,173;36,771
6,800;55,248;-71,504;5,560;-39,251;35,979
6,810;55,303;-71,896;5,557;-39,330;35,185
6,820;55,359;-72,290;5,554;-39,408;34,390
6,830;55,414;-72,685;5,551;-39,486;33,594
6,840;55,470;-73,080;5,549;-39,564;32,795
6,850;55,525;-73,476;5,546;-39,642;31,996
6,860;55,581;-73,873;5,543;-39,721;31,195
6,870;55,636;-74,270;5,540;-39,799;30,392
6,880;55,692;-74,669;5,538;-39,877;29,587
6,890;55,747;-75,068;5,535;-39,955;28,781
6,900;55,802;-75,468;5,532;-40,033;27,974
6,910;55,858;-75,869;5,529;-40,112;27,165
6,920;55,913;-76,270;5,527;-40,190;26,354
6,930;55,968;-76,672;5,524;-40,268;25,542
6,940;56,023;-77,075;5,521;-40,346;24,728
6,950;56,078;-77,479;5,518;-40,424;23,913
6,960;56,134;-77,884;5,516;-40,503;23,096
6,970;56,189;-78,289;5,513;-40,581;22,278
6,980;56,244;-78,696;5,510;-40,659;21,458
6,990;56,299;-79,103;5,508;-40,737;20,637
7,000;56,354;-79,510;5,505;-40,815;19,814
7,010;56,409;-79,919;5,502;-40,894;18,989
7,020;56,464;-80,328;5,500;-40,972;18,163
7,030;56,519;-80,738;5,497;-41,050;17,335
7,040;56,574;-81,149;5,494;-41,128;16,506
7,050;56,629;-81,561;5,492;-41,206;15,676
7,060;56,684;-81,973;5,489;-41,284;14,843
7,070;56,739;-82,386;5,486;-41,363;14,010
7,080;56,794;-82,801;5,484;-41,441;13,174
7,090;56,848;-83,215;5,481;-41,519;12,338
7,100;56,903;-83,631;5,478;-41,597;11,499
7,110;56,958;-84,047;5,476;-41,675;10,660
7,120;57,013;-84,464;5,473;-41,754;9,819
7,130;57,067;-84,882;5,471;-41,832;8,976
7,140;57,122;-85,301;5,468;-41,910;8,131
7,150;57,177;-85,721;5,465;-41,988;7,285
7,160;57,231;-86,141;5,463;-42,066;6,438
7,170;57,286;-86,562;5,460;-42,144;5,588
7,180;57,341;-86,984;5,458;-42,223;4,738
7,190;57,395;-87,406;5,455;-42,301;3,886
7,200;57,450;-87,830;5,453;-42,379;3,032
7,210;57,504;-88,254;5,450;-42,457;2,176
7,220;57,559;-88,679;5,448;-42,535;1,319
7,230;57,613;-89,105;5,445;-42,614;0,461
7,240;57,668;-89,531;5,442;-42,692;-0,399
7,250;57,722;-89,958;5,440;-42,770;-1,261
7,260;57,776;-90,387;5,437;-42,848;-2,124
7,270;57,831;-90,815;5,435;-42,926;-2,988
7,280;57,885;-91,245;5,432;-43,004;-3,854
7,290;57,939;-91,675;5,430;-43,083;-4,722
7,300;57,994;-92,107;5,427;-43,161;-5,592
7,310;58,048;-92,539;5,425;-43,239;-6,463
7,320;58,102;-92,971;5,422;-43,317;-7,335
7,330;58,156;-93,405;5,420;-43,395;-8,209
7,340;58,211;-93,839;5,417;-43,473;-9,085
7,350;58,265;-94,275;5,415;-43,552;-9,962
7,360;58,319;-94,710;5,412;-43,630;-10,840
7,370;58,373;-95,147;5,410;-43,708;-11,720
7,380;58,427;-95,585;5,408;-43,786;-12,602
7,390;58,481;-96,023;5,405;-43,864;-13,485
7,400;58,535;-96,462;5,403;-43,942;-14,369
7,410;58,589;-96,902;5,400;-44,020;-15,255
7,420;58,643;-97,342;5,398;-44,099;-16,143
7,430;58,697;-97,784;5,395;-44,177;-17,032
7,440;58,751;-98,226;5,393;-44,255;-17,922
7,450;58,805;-98,669;5,391;-44,333;-18,815
7,460;58,859;-99,112;5,388;-44,411;-19,709
7,470;58,913;-99,557;5,386;-44,489;-20,605
7,480;58,967;-100,002;5,383;-44,568;-21,502
7,490;59,021;-100,448;5,381;-44,646;-22,400
7,500;59,074;-100,895;5,379;-44,724;-23,300
7,510;59,128;-101,343;5,376;-44,802;-24,202
7,520;59,182;-101,791;5,374;-44,880;-25,105
7,530;59,236;-102,240;5,371;-44,958;-26,010
7,540;59,289;-102,690;5,369;-45,037;-26,916
7,550;59,343;-103,141;5,367;-45,115;-27,824
7,560;59,397;-103,593;5,364;-45,193;-28,734
7,570;59,450;-104,045;5,362;-45,271;-29,645
7,580;59,504;-104,498;5,360;-45,349;-30,557
7,590;59,557;-104,952;5,357;-45,427;-31,471
7,600;59,611;-105,407;5,355;-45,505;-32,387
7,610;59,665;-105,862;5,353;-45,584;-33,304
7,620;59,718;-106,318;5,350;-45,662;-34,223
7,630;59,772;-106,775;5,348;-45,740;-35,143
7,640;59,825;-107,233;5,346;-45,818;-36,066
7,650;59,878;-107,692;5,343;-45,896;-36,989
7,660;59,932;-108,151;5,341;-45,974;-37,91
