NumParticulas;TiempoReal;TiempoSimulado;TiempoMedio;Frames;TiempoComputo
1400;87,145;260,210;0,016;62,500;0.002
1400;87,164;260,260;0,019;52,632;0.002
1400;87,179;260,310;0,015;66,667;0.002
1400;87,195;260,360;0,016;62,500;0.002
1400;87,212;260,410;0,017;58,824;0.002
1400;87,228;260,460;0,016;62,500;0.002
1400;87,249;260,510;0,021;47,619;0.002
1400;87,262;260,560;0,013;76,923;0.002
1400;87,279;260,610;0,017;58,824;0.002
1400;87,298;260,660;0,019;52,632;0.002
1400;87,312;260,710;0,014;71,429;0.002
1400;87,329;260,760;0,017;58,824;0.002
1400;87,346;260,810;0,017;58,824;0.002
1400;87,363;260,860;0,017;58,824;0.002
1400;87,381;260,910;0,018;55,556;0.002
1400;87,397;260,960;0,016;62,500;0.002
1400;87,413;261,010;0,016;62,500;0.002
1400;87,429;261,060;0,016;62,500;0.002
1400;87,449;261,110;0,020;50,000;0.001
1400;87,462;261,160;0,013;76,923;0.002
1400;87,479;261,210;0,017;58,824;0.002
1400;87,494;261,260;0,015;66,667;0.001
1400;87,512;261,310;0,018;55,556;0.002
1400;87,531;261,360;0,019;52,632;0.002
1400;87,546;261,410;0,015;66,667;0.002
1400;87,562;261,460;0,016;62,500;0.002
1400;87,579;261,510;0,017;58,824;0.002
1400;87,597;261,560;0,018;55,556;0.002
1400;87,614;261,610;0,017;58,824;0.002
1400;87,630;261,660;0,016;62,500;0.002
1400;87,646;261,710;0,016;62,500;0.001
1400;87,663;261,760;0,017;58,824;0.002
1400;87,678;261,810;0,015;66,667;0.002
1400;87,699;261,860;0,021;47,619;0.002
1400;87,713;261,910;0,014;71,429;0.002
1400;87,730;261,960;0,017;58,824;0.002
1400;87,746;262,010;0,016;62,500;0.002
1400;87,765;262,060;0,019;52,632;0.002
1400;87,778;262,110;0,013;76,923;0.002
1400;87,796;262,160;0,018;55,556;0.002
1400;87,813;262,210;0,017;58,824;0.002
1400;87,832;262,259;0,019;52,632;0.002
1400;87,845;262,309;0,013;76,923;0.002
1400;87,862;262,359;0,017;58,824;0.002
1400;87,878;262,409;0,016;62,500;0.002
1400;87,898;262,459;0,020;50,000;0.002
1400;87,912;262,509;0,014;71,429;0.002
1400;87,930;262,559;0,018;55,556;0.002
1400;87,946;262,609;0,016;62,500;0.002
1400;87,963;262,659;0,017;58,824;0.002
1400;87,980;262,709;0,017;58,824;0.002
1400;87,996;262,759;0,016;62,500;0.002
1400;88,013;262,809;0,017;58,824;0.002
1400;88,030;262,859;0,017;58,824;0.002
1400;88,046;262,909;0,016;62,500;0.002
1400;88,061;262,959;0,015;66,667;0.002
1400;88,080;263,009;0,019;52,632;0.002
1400;88,096;263,059;0,016;62,500;0.002
1400;88,112;263,109;0,016;62,500;0.002
1400;88,128;263,159;0,016;62,500;0.002
1400;88,145;263,209;0,017;58,824;0.002
1400;88,164;263,259;0,019;52,632;0.002
1400;88,179;263,309;0,015;66,667;0.002
1400;88,196;263,359;0,017;58,824;0.002
1400;88,213;263,409;0,017;58,824;0.002
1400;88,232;263,459;0,019;52,632;0.002
1400;88,244;263,509;0,012;83,333;0.002
1400;88,266;263,559;0,022;45,455;0.002
1400;88,280;263,609;0,014;71,429;0.002
1400;88,295;263,659;0,015;66,667;0.002
1400;88,314;263,709;0,019;52,632;0.002
1400;88,329;263,759;0,015;66,667;0.002
1400;88,346;263,809;0,017;58,824;0.002
1400;88,363;263,859;0,017;58,824;0.002
1400;88,383;263,909;0,020;50,000;0.002
1400;88,394;263,959;0,011;90,909;0.002
1400;88,413;264,009;0,019;52,632;0.002
1400;88,428;264,059;0,015;66,667;0.002
1400;88,447;264,109;0,019;52,632;0.002
1400;88,464;264,159;0,017;58,824;0.002
1400;88,480;264,209;0,016;62,500;0.002
1400;88,495;264,259;0,015;66,667;0.002
1400;88,513;264,309;0,018;55,556;0.002
1400;88,531;264,359;0,018;55,556;0.002
1400;88,546;264,409;0,015;66,667;0.002
1400;88,562;264,459;0,016;62,500;0.002
1400;88,581;264,509;0,019;52,632;0.002
1400;88,596;264,559;0,015;66,667;0.002
1400;88,615;264,609;0,019;52,632;0.002
1400;88,628;264,659;0,013;76,923;0.002
1400;88,646;264,709;0,018;55,556;0.002
1400;88,663;264,759;0,017;58,824;0.002
1400;88,679;264,809;0,016;62,500;0.002
1400;88,696;264,859;0,017;58,824;0.002
1400;88,713;264,909;0,017;58,824;0.002
1400;88,731;264,959;0,018;55,556;0.002
1400;88,746;265,009;0,015;66,667;0.002
1400;88,762;265,059;0,016;62,500;0.002
1400;88,780;265,109;0,018;55,556;0.002
1400;88,798;265,159;0,018;55,556;0.002
1400;88,815;265,209;0,017;58,824;0.002
1400;88,832;265,259;0,017;58,824;0.002
1400;88,847;265,309;0,015;66,667;0.002
1400;88,862;265,359;0,015;66,667;0.002
1400;88,880;265,409;0,018;55,556;0.002
1400;88,898;265,459;0,018;55,556;0.002
1400;88,916;265,509;0,018;55,556;0.002
1400;88,930;265,559;0,014;71,429;0.002
1400;88,946;265,609;0,016;62,500;0.002
1400;88,966;265,659;0,020;50,000;0.002
1400;88,979;265,709;0,013;76,923;0.002
1400;88,997;265,759;0,018;55,556;0.002
1400;89,013;265,809;0,016;62,500;0.002
1400;89,028;265,859;0,015;66,667;0.002
1400;89,045;265,909;0,017;58,824;0.002
1400;89,063;265,959;0,018;55,556;0.002
1400;89,079;266,009;0,016;62,500;0.002
1400;89,099;266,059;0,020;50,000;0.002
1400;89,114;266,109;0,015;66,667;0.002
1400;89,130;266,159;0,016;62,500;0.002
1400;89,146;266,209;0,016;62,500;0.002
1400;89,163;266,259;0,017;58,824;0.002
1400;89,178;266,309;0,015;66,667;0.002
1400;89,196;266,358;0,018;55,556;0.002
1400;89,212;266,408;0,016;62,500;0.002
1400;89,230;266,458;0,018;55,556;0.002
1400;89,245;266,508;0,015;66,667;0.002
1400;89,263;266,558;0,018;55,556;0.002
1400;89,279;266,608;0,016;62,500;0.002
1400;89,297;266,658;0,018;55,556;0.002
1400;89,313;266,708;0,016;62,500;0.002
1400;89,328;266,758;0,015;66,667;0.002
1400;89,346;266,808;0,018;55,556;0.002
1400;89,363;266,858;0,017;58,824;0.002
1400;89,379;266,908;0,016;62,500;0.002
1400;89,396;266,958;0,017;58,824;0.002
1400;89,412;267,008;0,016;62,500;0.002
1400;89,428;267,058;0,016;62,500;0.002
1400;89,446;267,108;0,018;55,556;0.002
1400;89,463;267,158;0,017;58,824;0.002
1400;89,479;267,208;0,016;62,500;0.002
1400;89,495;267,258;0,016;62,500;0.002
1400;89,512;267,308;0,017;58,824;0.002
1400;89,531;267,358;0,019;52,632;0.002
1400;89,546;267,408;0,015;66,667;0.002
1400;89,563;267,458;0,017;58,824;0.002
1400;89,580;267,508;0,017;58,824;0.002
1400;89,596;267,558;0,016;62,500;0.002
1400;89,613;267,608;0,017;58,824;0.002
1400;89,628;267,658;0,015;66,667;0.002
1400;89,645;267,708;0,017;58,824;0.002
1400;89,662;267,758;0,017;58,824;0.002
1400;89,681;267,808;0,019;52,632;0.002
1400;89,698;267,858;0,017;58,824;0.002
1400;89,713;267,908;0,015;66,667;0.002
1400;89,729;267,958;0,016;62,500;0.002
1400;89,745;268,008;0,016;62,500;0.002
1400;89,762;268,058;0,017;58,824;0.002
1400;89,782;268,108;0,020;50,000;0.002
1400;89,797;268,158;0,015;66,667;0.002
1400;89,814;268,208;0,017;58,824;0.002
1400;89,830;268,258;0,016;62,500;0.002
1400;89,847;268,308;0,017;58,824;0.002
1400;89,862;268,358;0,015;66,667;0.002
1400;89,880;268,408;0,018;55,556;0.002
1400;89,896;268,458;0,016;62,500;0.002
1400;89,912;268,508;0,016;62,500;0.002
1400;89,930;268,558;0,018;55,556;0.002
1400;89,946;268,608;0,016;62,500;0.002
1400;89,964;268,658;0,018;55,556;0.002
1400;89,979;268,708;0,015;66,667;0.002
1400;89,997;268,758;0,018;55,556;0.002
1400;90,014;268,808;0,017;58,824;0.002
1400;90,029;268,858;0,015;66,667;0.002
1400;90,046;268,908;0,017;58,824;0.002
1400;90,063;268,958;0,017;58,824;0.003
1400;90,082;269,008;0,019;52,632;0.002
1400;90,098;269,058;0,016;62,500;0.002
1400;90,115;269,108;0,017;58,824;0.002
1400;90,130;269,158;0,015;66,667;0.002
1400;90,147;269,208;0,017;58,824;0.002
1400;90,163;269,258;0,016;62,500;0.003
1400;90,180;269,308;0,017;58,824;0.002
1400;90,197;269,358;0,017;58,824;0.002
1400;90,213;269,408;0,016;62,500;0.002
1400;90,230;269,458;0,017;58,824;0.002
1400;90,247;269,508;0,017;58,824;0.002
1400;90,263;269,558;0,016;62,500;0.002
1400;90,280;269,608;0,017;58,824;0.002
1400;90,297;269,658;0,017;58,824;0.002
1400;90,314;269,708;0,017;58,824;0.002
1400;90,330;269,758;0,016;62,500;0.002
1400;90,348;269,808;0,018;55,556;0.002
1400;90,363;269,858;0,015;66,667;0.002
1400;90,380;269,908;0,017;58,824;0.002
1400;90,396;269,958;0,016;62,500;0.003
1400;90,412;270,008;0,016;62,500;0.002
1400;90,430;270,058;0,018;55,556;0.002
1400;90,446;270,108;0,016;62,500;0.002
1400;90,463;270,158;0,017;58,824;0.002
1400;90,480;270,208;0,017;58,824;0.002
1400;90,498;270,258;0,018;55,556;0.002
1400;90,513;270,308;0,015;66,667;0.002
1400;90,532;270,358;0,019;52,632;0.002
1400;90,546;270,408;0,014;71,429;0.002
1400;90,564;270,457;0,018;55,556;0.002
1400;90,579;270,507;0,015;66,667;0.002
1400;90,596;270,557;0,017;58,824;0.003
1400;90,614;270,607;0,018;55,556;0.002
1400;90,630;270,657;0,016;62,500;0.002
1400;90,645;270,707;0,015;66,667;0.003
1400;90,663;270,757;0,018;55,556;0.003
1400;90,678;270,807;0,015;66,667;0.002
1400;90,698;270,857;0,020;50,000;0.002
1400;90,712;27
