NumParticulas;TiempoReal;TiempoSimulado;TiempoMedio;Frames;TiempoComputo
1200;79,461;237,160;0,016;62,500;0.005
1200;79,477;237,210;0,016;62,500;0.005
1200;79,495;237,260;0,018;55,556;0.006
1200;79,510;237,310;0,015;66,667;0.005
1200;79,528;237,360;0,018;55,556;0.005
1200;79,545;237,410;0,017;58,824;0.005
1200;79,561;237,460;0,016;62,500;0.005
1200;79,578;237,510;0,017;58,824;0.005
1200;79,592;237,560;0,014;71,429;0.006
1200;79,611;237,610;0,019;52,632;0.005
1200;79,628;237,660;0,017;58,824;0.005
1200;79,645;237,710;0,017;58,824;0.005
1200;79,658;237,760;0,013;76,923;0.005
1200;79,678;237,810;0,020;50,000;0.006
1200;79,693;237,860;0,015;66,667;0.005
1200;79,709;237,910;0,016;62,500;0.005
1200;79,728;237,960;0,019;52,632;0.006
1200;79,744;238,010;0,016;62,500;0.005
1200;79,762;238,060;0,018;55,556;0.005
1200;79,777;238,110;0,015;66,667;0.005
1200;79,794;238,160;0,017;58,824;0.005
1200;79,811;238,210;0,017;58,824;0.005
1200;79,829;238,260;0,018;55,556;0.005
1200;79,844;238,310;0,015;66,667;0.005
1200;79,859;238,360;0,015;66,667;0.005
1200;79,878;238,410;0,019;52,632;0.005
1200;79,894;238,460;0,016;62,500;0.005
1200;79,909;238,510;0,015;66,667;0.005
1200;79,927;238,560;0,018;55,556;0.006
1200;79,943;238,610;0,016;62,500;0.005
1200;79,961;238,660;0,018;55,556;0.005
1200;79,980;238,710;0,019;52,632;0.005
1200;79,992;238,760;0,012;83,333;0.005
1200;80,011;238,810;0,019;52,632;0.005
1200;80,028;238,860;0,017;58,824;0.005
1200;80,045;238,910;0,017;58,824;0.005
1200;80,061;238,960;0,016;62,500;0.005
1200;80,078;239,010;0,017;58,824;0.005
1200;80,094;239,060;0,016;62,500;0.005
1200;80,112;239,110;0,018;55,556;0.005
1200;80,129;239,160;0,017;58,824;0.005
1200;80,145;239,210;0,016;62,500;0.005
1200;80,161;239,260;0,017;58,824;0.005
1200;80,180;239,310;0,019;52,632;0.005
1200;80,192;239,360;0,012;83,333;0.005
1200;80,212;239,410;0,020;50,000;0.005
1200;80,228;239,460;0,016;62,500;0.005
1200;80,246;239,510;0,018;55,556;0.005
1200;80,261;239,560;0,015;66,667;0.005
1200;80,278;239,610;0,017;58,824;0.005
1200;80,294;239,660;0,016;62,500;0.005
1200;80,310;239,710;0,016;62,500;0.005
1200;80,328;239,760;0,018;55,556;0.006
1200;80,345;239,810;0,017;58,824;0.005
1200;80,361;239,860;0,016;62,500;0.005
1200;80,379;239,910;0,018;55,556;0.005
1200;80,395;239,960;0,016;62,500;0.005
1200;80,411;240,010;0,016;62,500;0.005
1200;80,428;240,060;0,017;58,824;0.005
1200;80,444;240,110;0,016;62,500;0.005
1200;80,461;240,160;0,017;58,824;0.005
1200;80,477;240,210;0,016;62,500;0.005
1200;80,495;240,260;0,018;55,556;0.005
1200;80,511;240,310;0,016;62,500;0.005
1200;80,528;240,360;0,017;58,824;0.005
1200;80,544;240,410;0,016;62,500;0.005
1200;80,561;240,460;0,017;58,824;0.005
1200;80,578;240,510;0,017;58,824;0.005
1200;80,594;240,560;0,016;62,500;0.005
1200;80,611;240,610;0,017;58,824;0.005
1200;80,627;240,660;0,016;62,500;0.005
1200;80,645;240,710;0,018;55,556;0.005
1200;80,660;240,760;0,015;66,667;0.005
1200;80,677;240,810;0,017;58,824;0.005
1200;80,694;240,860;0,017;58,824;0.005
1200;80,710;240,910;0,016;62,500;0.005
1200;80,727;240,960;0,017;58,824;0.005
1200;80,744;241,010;0,017;58,824;0.005
1200;80,760;241,060;0,016;62,500;0.005
1200;80,777;241,110;0,017;58,824;0.005
1200;80,793;241,160;0,016;62,500;0.006
1200;80,810;241,210;0,017;58,824;0.005
1200;80,828;241,260;0,018;55,556;0.005
1200;80,845;241,310;0,017;58,824;0.005
1200;80,861;241,360;0,016;62,500;0.005
1200;80,877;241,410;0,016;62,500;0.005
1200;80,894;241,460;0,017;58,824;0.005
1200;80,911;241,510;0,017;58,824;0.005
1200;80,927;241,560;0,016;62,500;0.005
1200;80,943;241,610;0,016;62,500;0.005
1200;80,959;241,660;0,016;62,500;0.005
1200;80,977;241,710;0,018;55,556;0.005
1200;80,995;241,760;0,018;55,556;0.005
1200;81,011;241,810;0,016;62,500;0.005
1200;81,027;241,860;0,016;62,500;0.005
1200;81,044;241,910;0,017;58,824;0.005
1200;81,060;241,960;0,016;62,500;0.005
1200;81,077;242,010;0,017;58,824;0.005
1200;81,094;242,060;0,017;58,824;0.005
1200;81,110;242,110;0,016;62,500;0.005
1200;81,127;242,160;0,017;58,824;0.006
1200;81,143;242,210;0,016;62,500;0.005
1200;81,161;242,260;0,018;55,556;0.005
1200;81,177;242,310;0,016;62,500;0.005
1200;81,195;242,360;0,018;55,556;0.006
1200;81,211;242,410;0,016;62,500;0.005
1200;81,228;242,460;0,017;58,824;0.005
1200;81,246;242,510;0,018;55,556;0.005
1200;81,261;242,560;0,015;66,667;0.005
1200;81,278;242,610;0,017;58,824;0.005
1200;81,295;242,660;0,017;58,824;0.005
1200;81,310;242,710;0,015;66,667;0.005
1200;81,328;242,760;0,018;55,556;0.005
1200;81,345;242,810;0,017;58,824;0.005
1200;81,361;242,860;0,016;62,500;0.005
1200;81,378;242,910;0,017;58,824;0.005
1200;81,394;242,960;0,016;62,500;0.005
1200;81,411;243,010;0,017;58,824;0.005
1200;81,427;243,060;0,016;62,500;0.005
1200;81,444;243,110;0,017;58,824;0.005
1200;81,460;243,160;0,016;62,500;0.006
1200;81,478;243,210;0,018;55,556;0.005
1200;81,494;243,260;0,016;62,500;0.005
1200;81,511;243,310;0,017;58,824;0.005
1200;81,528;243,360;0,017;58,824;0.005
1200;81,544;243,410;0,016;62,500;0.005
1200;81,561;243,460;0,017;58,824;0.005
1200;81,579;243,510;0,018;55,556;0.005
1200;81,595;243,560;0,016;62,500;0.005
1200;81,611;243,610;0,016;62,500;0.005
1200;81,628;243,660;0,017;58,824;0.005
1200;81,644;243,710;0,016;62,500;0.002
1200;81,659;243,760;0,015;66,667;0.007
1200;81,677;243,810;0,018;55,556;0.006
1200;81,696;243,860;0,019;52,632;0.003
1200;81,709;243,910;0,013;76,923;0.004
1200;81,730;243,960;0,021;47,619;0.002
1200;81,748;244,010;0,018;55,556;0.002
1200;81,762;244,060;0,014;71,429;0.001
1200;81,780;244,110;0,018;55,556;0.001
1200;81,795;244,160;0,015;66,667;0.002
1200;81,812;244,210;0,017;58,824;0.002
1200;81,830;244,260;0,018;55,556;0.001
1200;81,845;244,310;0,015;66,667;0.002
1200;81,862;244,360;0,017;58,824;0.002
1200;81,878;244,410;0,016;62,500;0.002
1200;81,895;244,460;0,017;58,824;0.002
1200;81,913;244,510;0,018;55,556;0.002
1200;81,928;244,560;0,015;66,667;0.002
1200;81,945;244,610;0,017;58,824;0.002
1200;81,962;244,660;0,017;58,824;0.002
1200;81,978;244,710;0,016;62,500;0.002
1200;81,995;244,760;0,017;58,824;0.002
1200;82,011;244,810;0,016;62,500;0.002
1200;82,028;244,860;0,017;58,824;0.002
1200;82,048;244,910;0,020;50,000;0.002
1200;82,062;244,960;0,014;71,429;0.002
1200;82,078;245,010;0,016;62,500;0.002
1200;82,096;245,060;0,018;55,556;0.002
1200;82,112;245,110;0,016;62,500;0.002
1200;82,130;245,160;0,018;55,556;0.002
1200;82,145;245,210;0,015;66,667;0.002
1200;82,161;245,260;0,016;62,500;0.002
1200;82,178;245,310;0,017;58,824;0.002
1200;82,195;245,360;0,017;58,824;0.002
1200;82,211;245,410;0,016;62,500;0.002
1200;82,229;245,460;0,018;55,556;0.002
1200;82,245;245,510;0,016;62,500;0.002
1200;82,262;245,560;0,017;58,824;0.002
1200;82,278;245,610;0,016;62,500;0.002
1200;82,298;245,660;0,020;50,000;0.002
1200;82,312;245,710;0,014;71,429;0.002
1200;82,330;245,760;0,018;55,556;0.002
1200;82,346;245,810;0,016;62,500;0.002
1200;82,363;245,860;0,017;58,824;0.002
1200;82,379;245,910;0,016;62,500;0.002
1200;82,395;245,960;0,016;62,500;0.002
1200;82,412;246,010;0,017;58,824;0.002
1200;82,428;246,060;0,016;62,500;0.002
1200;82,444;246,110;0,016;62,500;0.002
1200;82,463;246,160;0,019;52,632;0.002
1200;82,479;246,210;0,016;62,500;0.002
1200;82,496;246,260;0,017;58,824;0.002
1200;82,511;246,310;0,015;66,667;0.002
1200;82,530;246,360;0,019;52,632;0.002
1200;82,545;246,410;0,015;66,667;0.002
1200;82,563;246,460;0,018;55,556;0.002
1200;82,578;246,510;0,015;66,667;0.002
1200;82,595;246,560;0,017;58,824;0.002
1200;82,612;246,610;0,017;58,824;0.002
1200;82,630;246,660;0,018;55,556;0.002
1200;82,647;246,710;0,017;58,824;0.002
1200;82,662;246,760;0,015;66,667;0.002
1200;82,677;246,810;0,015;66,667;0.002
1200;82,695;246,860;0,018;55,556;0.002
1200;82,712;246,910;0,017;58,824;0.003
1200;82,728;246,960;0,016;62,500;0.002
1200;82,746;247,010;0,018;55,556;0.002
1200;82,762;247,060;0,016;62,500;0.002
1200;82,778;247,110;0,016;62,500;0.002
1200;82,795;247,160;0,017;58,824;0.002
1200;82,812;247,210;0,017;58,824;0.002
1200;82,829;247,260;0,017;58,824;0.002
1200;82,845;247,310;0,016;62,500;0.002
1200;82,862;247,360;0,017;58,824;0.002
1200;82,878;247,410;0,016;62,500;0.002
1200;82,896;247,460;0,018;55,556;0.002
1200;82,912;247,510;0,016;62,500;0.002
1200;82,928;247,561;0,016;62,500;0.002
1200;82,945;247,611;0,017;58,824;0.002
1200;82,963;247,661;0,018;55,556;0.002
1200;82,979;247,711;0,016;62,500;0.002
1200;82,994;247,761;0,015;66,667;0.002
1200;83,011;247,811;0,017;58,824;0.002
1200;83,027;247,861;0,016;62,500;0.002
1200;83,045;247,911;0,018;55,556;0.003
1200;83,062;247,961;0,017;58,824;0.002
1200;83,079;248,011;0,017;58,824;0.001
1200;83,096;248,061;0,017;58,824;0.005
1200;83,110;248,111;0,014;71,429;0.005
1200;83,128;248,161;0,018;55,556;0.005
1200;83,145;248,211;0,017;58,824;0.002
1200;83,162;248,261;0,017;58,824;0.002
1200;83,179;248,311;0,017;58,824;0.002
1200;83,195;248,361;0,016;62,500;0.002
1200;83,213;248,411;0,018;55,556;0.002
1200;83,231;248,461;0,018;55,556;0.002
1200;83,247;248,511;0,016;62,500;0.002
1200;83,262;248,561;0,015;66,667;0.002
1200;83,282;248,611;0,020;50,000;0.002
1200;83,296;248,661;0,014;71,429;0.002
1200;83,315;248,711;0,019;52,632;0.002
1200;83,331;248,761;0,016;62,500;0.002
1200;83,346;248,811;0,015;66,667;0.002
1200;83,363;248,861;0,017;58,824;0.002
1200;83,382;248,911;0,019;52,632;0.004
1200;83,398;248,961;0,016;62,500;0.002
1200;83,412;249,011;0,014;71,429;0.002
1200;83,429;249,061;0,017;58,824;0.002
1200;83,445;249,111;0,016;62,500;0.002
1200;83,463;249,161;0,018;55,556;0.002
1200;83,482;249,211;0,019;52,632;0.002
1200;83,497;249,261;0,015;66,667;0.002
1200;83,512;249,311;0,015;66,667;0.002
1200;83,529;249,361;0,017;58,824;0.002
1200;83,546;249,411;0,017;58,824;0.002
1200;83,563;249,461;0,017;58,824;0.002
1200;83,578;249,511;0,015;66,667;0.002
1200;83,596;249,561;0,018;55,556;0.002
1200;83,612;249,611;0,016;62,500;0.002
1200;83,631;249,661;0,019;52,632;0.002
1200;83,646;249,711;0,015;66,667;0.002
1200;83,662;249,761;0,016;62,500;0.002
1200;83,679;249,811;0,017;58,824;0.002
1200;83,696;249,861;0,017;58,824;0.002
1200;83,714;249,911;0,018;55,556;0.002
1200;83,731;249,961;0,017;58,824;0.002
1200;83,746;250,011;0,015;66,667;0.002
1200;83,763;250,061;0,017;58,824;0.002
1200;83,778;250,111;0,015;66,667;0.002
1200;83,795;250,161;0,017;58,824;0.002
1200;83,811;250,211;0,016;62,500;0.002
1200;83,829;250,261;0,018;55,556;0.002
1200;83,847;250,311;0,018;55,556;0.002
1200;83,864;250,361;0,017;58,824;0.002
1200;83,879;250,411;0,015;66,667;0.002
1200;83,896;250,461;0,017;58,824;0.002
1200;83,912;250,511;0,016;62,500;0.002
1200;83,929;250,561;0,017;58,824;0.002
1200;83,946;250,611;0,017;58,824;0.002
1200;83,962;250,661;0,016;62,500;0.002
1200;83,979;250,711;0,017;58,824;0.002
1200;83,995;250,761;0,016;62,500;0.002
1200;84,012;250,811;0,017;58,824;0.002
1200;84,029;250,861;0,017;58,824;0.002
1200;84,046;250,911;0,017;58,824;0.002
1200;84,064;250,961;0,018;55,556;0.002
1200;84,078;251,011;0,014;71,429;0.002
1200;84,096;251,061;0,018;55,556;0.002
1200;84,112;251,111;0,016;62,500;0.002
1200;84,129;251,161;0,017;58,824;0.002
1200;84,145;251,211;0,016;62,500;0.002
1200;84,162;251,261;0,017;58,824;0.002
1200;84,179;251,311;0,017;58,824;0.002
1200;84,195;251,361;0,016;62,500;0.002
1200;84,212;251,411;0,017;58,824;0.002
1200;84,228;251,461;0,016;62,500;0.002
1200;84,245;251,511;0,017;58,824;0.002
1200;84,262;251,561;0,017;58,824;0.002
1200;84,278;251,611;0,016;62,500;0.002
1200;84,296;251,661;0,018;55,556;0.002
1200;84,313;251,711;0,017;58,824;0.002
1200;84,330;251,761;0,017;58,824;0.002
1200;84,346;251,811;0,016;62,500;0.002
1200;84,363;251,861;0,017;58,824;0.002
1200;84,380;251,911;0,017;58,824;0.002
1200;84,396;251,961;0,016;62,500;0.002
1200;84,412;252,011;0,016;62,500;0.002
1200;84,429;252,061;0,017;58,824;0.002
1200;84,446;252,111;0,017;58,824;0.002
1200;84,461;252,161;0,015;66,667;0.002
1200;84,480;252,211;0,019;52,632;0.002
1200;84,496;252,261;0,016;62,500;0.002
1200;84,513;252,311;0,017;58,824;0.002
1200;84,529;252,361;0,016;62,500;0.002
1200;84,546;252,411;0,017;58,824;0.002
1200;84,563;252,461;0,017;58,824;0.002
1200;84,582;252,511;0,019;52,632;0.002
1200;84,596;252,561;0,014;71,429;0.002
1200;84,612;252,611;0,016;62,500;0.002
1200;84,631;252,661;0,019;52,632;0.002
1200;84,646;252,711;0,015;66,667;0.002
1200;84,661;252,761;0,015;66,667;0.002
1200;84,682;252,811;0,021;47,619;0.002
1200;84,695;252,861;0,013;76,923;0.002
1200;84,714;252,911;0,019;52,632;0.002
1200;84,728;252,961;0,014;71,429;0.002
1200;84,746;253,011;0,018;55,556;0.002
1200;84,762;253,061;0,016;62,500;0.002
1200;84,782;253,111;0,020;50,000;0.002
1200;84,796;253,161;0,014;71,429;0.002
1200;84,811;253,211;0,015;66,667;0.002
1200;84,828;253,261;0,017;58,824;0.002
1200;84,846;253,311;0,018;55,556;0.002
1200;84,862;253,361;0,016;62,500;0.002
1200;84,883;253,411;0,021;47,619;0.002
1200;84,896;253,461;0,013;76,923;0.002
1200;84,913;253,511;0,017;58,824;0.002
1200;84,929;253,561;0,016;62,500;0.002
1200;84,944;253,611;0,015;66,667;0.002
1200;84,963;253,661;0,019;52,632;0.002
1200;84,978;253,711;0,015;66,667;0.002
1200;84,996;253,761;0,018;55,556;0.002
1200;85,016;253,811;0,020;50,000;0.002
1200;85,029;253,861;0,013;76,923;0.002
1200;85,046;253,911;0,017;58,824;0.002
1200;85,062;253,961;0,016;62,500;0.002
1200;85,078;254,011;0,016;62,500;0.002
1200;85,096;254,061;0,018;55,556;0.002
1200;85,111;254,111;0,015;66,667;0.002
1200;85,128;254,161;0,017;58,824;0.002
1200;85,146;254,211;0,018;55,556;0.002
1200;85,163;254,261;0,017;58,824;0.002
1200;85,181;254,311;0,018;55,556;0.002
1200;85,197;254,361;0,016;62,500;0.002
1200;85,213;254,411;0,016;62,500;0.002
1200;85,229;254,461;0,016;62,500;0.002
1200;85,247;254,511;0,018;55,556;0.002
1200;85,262;254,561;0,015;66,667;0.002
1200;85,277;254,611;0,015;66,667;0.002
1200;85,297;254,661;0,020;50,000;0.002
1200;85,314;254,711;0,017;58,824;0.002
1200;85,328;254,761;0,014;71,429;0.002
1200;85,346;254,811;0,018;55,556;0.002
1200;85,363;254,861;0,017;58,824;0.002
1200;85,378;254,911;0,015;66,667;0.002
1200;85,397;254,961;0,019;52,632;0.002
1200;85,413;255,011;0,016;62,500;0.002
1200;85,430;255,061;0,017;58,824;0.002
1200;85,447;255,111;0,017;58,824;0.002
1200;85,463;255,161;0,016;62,500;0.002
1200;85,479;255,211;0,016;62,500;0.002
1200;85,498;255,261;0,019;52,632;0.002
1200;85,515;255,311;0,017;58,824;0.002
1200;85,529;255,361;0,014;71,429;0.002
1200;85,547;255,411;0,018;55,556;0.002
1200;85,563;255,461;0,016;62,500;0.002
1200;85,579;255,511;0,016;62,500;0.002
1200;85,596;255,561;0,017;58,824;0.002
1200;85,611;255,611;0,015;66,667;0.002
1200;85,630;255,661;0,019;52,632;0.002
1200;85,648;255,711;0,018;55,556;0.002
1200;85,663;255,761;0,015;66,667;0.002
1200;85,679;255,811;0,016;62,500;0.002
1200;85,697;255,861;0,018;55,556;0.002
1200;85,712;255,911;0,015;66,667;0.002
1200;85,731;255,961;0,019;52,632;0.002
1200;85,746;256,011;0,015;66,667;0.002
1200;85,762;256,061;0,016;62,500;0.002
1200;85,782;256,111;0,020;50,000;0.002
1200;85,796;256,161;0,014;71,429;0.002
1200;85,812;256,211;0,016;62,500;0.002
1200;85,831;256,261;0,019;52,632;0.002
1200;85,847;256,311;0,016;62,500;0.002
1200;85,863;256,361;0,016;62,500;0.002
1200;85,883;256,411;0,020;50,000;0.002
1200;85,897;256,461;0,014;71,429;0.002
1200;85,915;256,511;0,018;55,556;0.002
1200;85,929;256,561;0,014;71,429;0.002
1200;85,949;256,611;0,020;50,000;0.002
1200;85,961;256,661;0,012;83,333;0.002
1200;85,979;256,711;0,018;55,556;0.002
1200;85,995;256,761;0,016;62,500;0.002
1200;86,013;256,811;0,018;55,556;0.002
1200;86,030;256,861;0,017;58,824;0.002
1200;86,046;256,911;0,016;62,500;0.003
1200;86,062;256,961;0,016;62,500;0.002
1200;86,080;257,011;0,018;55,556;0.002
1200;86,097;257,061;0,017;58,824;0.002
1200;86,111;257,111;0,014;71,429;0.002
1200;86,128;257,161;0,017;58,824;0.002
1200;86,145;257,211;0,017;58,824;0.002
1200;86,162;257,261;0,017;58,824;0.002
1200;86,181;257,311;0,019;52,632;0.002
1200;86,197;257,361;0,016;62,500;0.002
1200;86,215;257,411;0,018;55,556;0.002
1200;86,231;257,461;0,016;62,500;0.002
1200;86,245;257,511;0,014;71,429;0.002
1200;86,265;257,561;0,020;50,000;0.002
1200;86,279;257,611;0,014;71,429;0.002
1200;86,295;257,661;0,016;62,500;0.002
1200;86,313;257,711;0,018;55,556;0.002
1200;86,328;257,761;0,015;66,667;0.002
1200;86,345;257,811;0,017;58,824;0.002
1200;86,363;257,861;0,018;55,556;0.002
1200;86,377;257,911;0,014;71,429;0.002
1200;86,395;257,961;0,018;55,556;0.002
1200;86,412;258,011;0,017;58,824;0.002
1200;86,429;258,061;0,017;58,824;0.002
1200;86,447;258,111;0,018;55,556;0.002
1200;86,462;258,160;0,015;66,667;0.002
1200;86,479;258,210;0,017;58,824;0.002
1200;86,496;258,260;0,017;58,824;0.002
1200;86,513;258,310;0,017;58,824;0.002
1200;86,529;258,360;0,016;62,500;0.002
1200;86,546;258,410;0,017;58,824;0.002
1200;86,562;258,460;0,016;62,500;0.002
1200;86,582;258,510;0,020;50,000;0.002
1200;86,598;258,560;0,016;62,500;0.002
1200;86,613;258,610;0,015;66,667;0.002
1200;86,630;258,660;0,017;58,824;0.002
1200;86,646;258,710;0,016;62,500;0.002
1200;86,664;258,760;0,018;55,556;0.002
1200;86,680;258,810;0,016;62,500;0.002
1200;86,698;258,860;0,018;55,556;0.002
1200;86,713;258,910;0,015;66,667;0.002
1200;86,730;258,960;0,017;58,824;0.002
1200;86,746;259,010;0,016;62,500;0.002
1200;86,763;259,060;0,017;58,824;0.002
1400;86,782;259,110;0,019;52,632;0.002
1400;86,797;259,160;0,015;66,667;0.002
1400;86,813;259,210;0,016;62,500;0.002
1400;86,830;259,260;0,017;58,824;0.002
1400;86,845;259,310;0,015;66,667;0.002
1400;86,862;259,360;0,017;58,824;0.002
1400;86,880;259,410;0,018;55,556;0.002
1400;86,897;259,460;0,017;58,824;0.002
1400;86,912;259,510;0,015;66,667;0.002
1400;86,928;259,560;0,016;62,500;0.002
1400;86,946;259,610;0,018;55,556;0.002
1400;86,962;259,660;0,016;62,500;0.002
1400;86,979;259,710;0,017;58,824;0.002
1400;86,997;259,760;0,018;55,556;0.002
1400;87,014;259,810;0,017;58,824;0.002
1400;87,031;259,860;0,017;58,824;0.002
1400;87,044;259,910;0,013;76,923;0.002
1400;87,063;259,960;0,019;52,632;0.002
1400;87,078;260,010;0,015;66,667;0.002
1400;87,097;260,060;0,019;52,632;0.002
1400;87,112;260,110;0,015;66,667;0.002
1400;87,129;260,160;0,017;58,824;0.002
